iter,train_loss,optimization_loss,train_aux_loss,val_loss,val_aux_loss,router_entropy,max_load_fraction,load_cv,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
10000,3.7308085560798645,3.7365453243255615,0.005736821796745062,3.79827855070432,0.0057438449437419575,1.5843560457229615,0.09942128509283066,0.23937855166740835,0.00024541380610869324,327680000,9179.3,mla,42,100042,200042
10500,3.6944236755371094,3.7001631259918213,0.005739427171647549,3.772050559918086,0.005753237805329263,1.5834736585617066,0.09904642403125763,0.24437850005347328,0.00021579032150324256,344064000,9641.2,mla,42,100042,200042
11000,3.7554076313972473,3.7612252235412598,0.005817600409500301,3.77807598789533,0.00575027003341044,1.574761438369751,0.10059326142072678,0.24180921302308386,0.0001877580725433998,360448000,10114.2,mla,42,100042,200042
11500,3.481620490550995,3.487536370754242,0.005915918038226664,3.7468373254934946,0.0057821899186819795,1.5742592811584473,0.10088053345680237,0.245429930078143,0.00016170762082042857,376832000,10572.9,mla,42,100042,200042
12000,3.6917843222618103,3.6975584626197815,0.005774183198809624,3.7364845299720764,0.005761937150576463,1.5677412748336792,0.10138630867004395,0.24441017680638097,0.0001380019163742152,393216000,11037.2,mla,42,100042,200042
12500,3.62923663854599,3.6350114345550537,0.005774804390966892,3.718128741582235,0.005760104593355209,1.56517333984375,0.10109812766313553,0.24435529542829704,0.00011697124086228238,409600000,11507.9,mla,42,100042,200042
13000,3.6287723779678345,3.634552538394928,0.005780205596238375,3.709457491636276,0.005764032595325261,1.5621147632598877,0.09982787817716599,0.24192347463632852,9.890860588370181e-05,425984000,11971.7,mla,42,100042,200042
13500,3.6453229188919067,3.651051640510559,0.005728687276132405,3.7025102774302163,0.005760259223170579,1.5642702102661132,0.10120758414268494,0.23889905981290194,8.406567057113034e-05,442368000,12433.0,mla,42,100042,200042
14000,3.682674288749695,3.6883756518363953,0.005701390444301069,3.6874244503180185,0.005777703288476915,1.559757161140442,0.10164886713027954,0.24211611459845428,7.264923532945212e-05,458752000,12892.3,mla,42,100042,200042
14500,3.6120702624320984,3.617795944213867,0.00572571437805891,3.694250477552414,0.005771233043633401,1.5589754343032838,0.10135132074356079,0.24641755297689572,6.481836057229788e-05,475136000,13354.0,mla,42,100042,200042
15000,3.544467568397522,3.550317168235779,0.005849591107107699,3.6910848502318063,0.005764898936419438,1.5541838169097901,0.10121714323759079,0.23979283612212016,6.068215059988e-05,491520000,13813.9,mla,42,100042,200042
